route,control_id,label,classification,source_file,expected_effect,endpoint,mutation_persistence,safety_constraint,test_status,screenshot
/positions,positions-pagination,positions-pagination,SAFE_READ,pages/PositionsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/positions.png
/positions,positions-pagination-summary,positions-pagination-summary,SAFE_READ,pages/PositionsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/positions.png
/positions,positions-pagination-prev,positions-pagination-prev,SAFE_READ,pages/PositionsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/positions.png
/positions,positions-pagination-page,positions-pagination-page,SAFE_READ,pages/PositionsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/positions.png
/positions,positions-pagination-next,positions-pagination-next,SAFE_READ,pages/PositionsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/positions.png
/reports,reports-include-paper,reports-include-paper,SAFE_READ,pages/ReportsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/reports.png
/reports,reports-mode-label,reports-mode-label,SAFE_READ,pages/ReportsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/reports.png
/reports,monthly-close-panel,monthly-close-panel,MUTATION_REVERSIBLE,pages/ReportsPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/reports.png
/reports,monthly-close-generate-live,monthly-close-generate-live,MUTATION_REVERSIBLE,pages/ReportsPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/reports.png
/reports,monthly-close-generate-paper,monthly-close-generate-paper,MUTATION_REVERSIBLE,pages/ReportsPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/reports.png
/reports,reports-split-totals,reports-split-totals,SAFE_READ,pages/ReportsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/reports.png
/reports,"monthly-close-download-live-${f.name.replace(""."", ""-"")}","monthly-close-download-live-${f.name.replace(""."", ""-"")}",MUTATION_REVERSIBLE,pages/ReportsPage.tsx,dynamic row/control,,component-defined,manual_only; no broker write,playwright_route_pack,
/reports,"monthly-close-download-paper-${f.name.replace(""."", ""-"")}","monthly-close-download-paper-${f.name.replace(""."", ""-"")}",MUTATION_REVERSIBLE,pages/ReportsPage.tsx,dynamic row/control,,component-defined,manual_only; no broker write,playwright_route_pack,
/symbol-diagnostics,universe-v2-symbol-badges,universe-v2-symbol-badges,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,symbol-unavailable,symbol-unavailable,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,symbol-unavailable-recompute,symbol-unavailable-recompute,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,symbol-canonical-decision,symbol-canonical-decision,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,symbol-canonical-reasons,symbol-canonical-reasons,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,symbol-canonical-unavailable,symbol-canonical-unavailable,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,suggested-size-card,suggested-size-card,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,suggested-size-trade-ticket-link,suggested-size-trade-ticket-link,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,suggested-size-csp-advisory,suggested-size-csp-advisory,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,next-action-badge,next-action-badge,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,earnings-advisory-pill,earnings-advisory-pill,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,tab-shares,tab-shares,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,options-lifecycle-strip,options-lifecycle-strip,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,record-close-btn,record-close-btn,MUTATION_REVERSIBLE,pages/SymbolDiagnosticsPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,options-sizing-block,options-sizing-block,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,target-basis-label,target-basis-label,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,target-already-exceeded-badge,target-already-exceeded-badge,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,hold-time-block,hold-time-block,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,hold-time-formula,hold-time-formula,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,hold-time-plain-english,hold-time-plain-english,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,technical-details-panel,technical-details-panel,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,mtf-levels-panel,mtf-levels-panel,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,score-breakdown-panel,score-breakdown-panel,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,score-used-line,score-used-line,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,capped-by-summary,capped-by-summary,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,no-caps-applied,no-caps-applied,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,record-close-modal,record-close-modal,MUTATION_REVERSIBLE,pages/SymbolDiagnosticsPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,record-close-submit,record-close-submit,MUTATION_REVERSIBLE,pages/SymbolDiagnosticsPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,shares-tab-content,shares-tab-content,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,shares-accordion-trade-plan,shares-accordion-trade-plan,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,shares-trade-plan-card,shares-trade-plan-card,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,shares-hold-time-block,shares-hold-time-block,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,shares-why-checklist,shares-why-checklist,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,shares-exit-recommend-banner,shares-exit-recommend-banner,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,shares-position-card,shares-position-card,SAFE_READ,pages/SymbolDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,close-position-open-btn,close-position-open-btn,MUTATION_REVERSIBLE,pages/SymbolDiagnosticsPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,close-position-modal,close-position-modal,MUTATION_REVERSIBLE,pages/SymbolDiagnosticsPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/symbol-diagnostics,close-position-submit,close-position-submit,MUTATION_REVERSIBLE,pages/SymbolDiagnosticsPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/symbol-diagnostics.png
/system,cadence-banner,cadence-banner,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,operations-panel-r35,operations-panel-r35,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,earnings-probe-card,earnings-probe-card,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,load-earnings-probe,load-earnings-probe,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,positions-unified-reconcile-card,positions-unified-reconcile-card,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,positions-unified-reconcile-diff-card,positions-unified-reconcile-diff-card,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,reconcile-diff-view-details-btn,reconcile-diff-view-details-btn,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,reconcile-diff-rebuild-now-btn,reconcile-diff-rebuild-now-btn,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,reconcile-diff-view-db-link,reconcile-diff-view-db-link,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,positions-unified-rebuild-card,positions-unified-rebuild-card,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,positions-unified-rebuild-btn,positions-unified-rebuild-btn,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,positions-unified-integrity-check-card,positions-unified-integrity-check-card,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,integrity-check-remediation-guidance,integrity-check-remediation-guidance,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,integrity-check-view-details-btn,integrity-check-view-details-btn,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,integrity-check-run-btn,integrity-check-run-btn,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,integrity-check-download-bundle-btn,integrity-check-download-bundle-btn,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,integrity-check-details-list,integrity-check-details-list,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,integrity-sample-open-positions,integrity-sample-open-positions,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,integrity-sample-open-diagnostics,integrity-sample-open-diagnostics,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,guardrails-card,guardrails-card,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,guardrails-available-budget,guardrails-available-budget,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,guardrails-cash-secured-committed,guardrails-cash-secured-committed,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,guardrails-csp-cash-available,guardrails-csp-cash-available,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/system,load-store-integrity,load-store-integrity,SAFE_READ,pages/SystemDiagnosticsPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/system.png
/today,today-eod-pending-banner,today-eod-pending-banner,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-run-section,today-run-section,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-run-eval-btn,today-run-eval-btn,SAFE_REFRESH,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-legacy-diagnostics,today-legacy-diagnostics,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-action-needed-card,today-action-needed-card,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-queue-card,today-queue-card,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-queue-badge-journal-saved,today-queue-badge-journal-saved,MUTATION_REVERSIBLE,pages/TodayPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-eod-card,today-eod-card,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-eod-mark-done,today-eod-mark-done,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-eod-override,today-eod-override,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-eod-override-reason,today-eod-override-reason,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-eod-mark-done-with-override,today-eod-mark-done-with-override,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-eod-blocked-message,today-eod-blocked-message,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-journal-card,today-journal-card,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-journal-add,today-journal-add,MUTATION_REVERSIBLE,pages/TodayPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-missing-journal,today-missing-journal,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-notifications-card,today-notifications-card,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-ack-all-new,today-ack-all-new,MUTATION_REVERSIBLE,pages/TodayPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-archive-all-acked,today-archive-all-acked,MUTATION_REVERSIBLE,pages/TodayPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-skip-modal,today-skip-modal,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-skip-reason-input,today-skip-reason-input,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-skip-confirm,today-skip-confirm,SAFE_READ,pages/TodayPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/today.png
/today,today-action-row-${item.symbol},today-action-row-${item.symbol},SAFE_READ,pages/TodayPage.tsx,dynamic row/control,,component-defined,manual_only; no broker write,playwright_route_pack,
/today,today-add-queue-${item.symbol},today-add-queue-${item.symbol},MUTATION_REVERSIBLE,pages/TodayPage.tsx,dynamic row/control,,component-defined,manual_only; no broker write,playwright_route_pack,
/today,today-ticket-${item.symbol},today-ticket-${item.symbol},SAFE_READ,pages/TodayPage.tsx,dynamic row/control,,component-defined,manual_only; no broker write,playwright_route_pack,
/today,today-queue-item-${q.symbol},today-queue-item-${q.symbol},SAFE_READ,pages/TodayPage.tsx,dynamic row/control,,component-defined,manual_only; no broker write,playwright_route_pack,
/today,today-queue-done-${q.symbol},today-queue-done-${q.symbol},SAFE_READ,pages/TodayPage.tsx,dynamic row/control,,component-defined,manual_only; no broker write,playwright_route_pack,
/today,today-notif-${n.id ?? i},today-notif-${n.id ?? i},SAFE_READ,pages/TodayPage.tsx,dynamic row/control,,component-defined,manual_only; no broker write,playwright_route_pack,
/ticket,trade-ticket-page,trade-ticket-page,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,trade-ticket-readiness-card,trade-ticket-readiness-card,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,readiness-ready-banner,readiness-ready-banner,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,readiness-review-guidance,readiness-review-guidance,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,ticket-copy-order-stub,ticket-copy-order-stub,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,ticket-download-readiness-pack,ticket-download-readiness-pack,MUTATION_REVERSIBLE,pages/TradeTicketPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,ticket-copy-steps,ticket-copy-steps,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,ticket-attach-readiness-pack,ticket-attach-readiness-pack,MUTATION_REVERSIBLE,pages/TradeTicketPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,ticket-save-journal,ticket-save-journal,MUTATION_REVERSIBLE,pages/TradeTicketPage.tsx,see component,,component-defined,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,ticket-copy-json,ticket-copy-json,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,ticket-copy-csv,ticket-copy-csv,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,ticket-paper-section,ticket-paper-section,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,ticket-paper-toggle,ticket-paper-toggle,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,ticket-paper-price,ticket-paper-price,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,ticket-paper-fees,ticket-paper-fees,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,ticket-paper-simulate,ticket-paper-simulate,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,ticket-paper-toast,ticket-paper-toast,SAFE_READ,pages/TradeTicketPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/ticket.png
/ticket,readiness-fix-${c.code.toLowerCase()},readiness-fix-${c.code.toLowerCase()},SAFE_READ,pages/TradeTicketPage.tsx,dynamic row/control,,component-defined,manual_only; no broker write,playwright_route_pack,
/universe-admin,page-universe-admin,page-universe-admin,SAFE_READ,pages/UniverseAdminPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/universe-admin.png
/universe-health,page-universe-health,page-universe-health,SAFE_READ,pages/UniverseHealthPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/universe-health.png
/universe,page-universe,page-universe,SAFE_READ,pages/UniversePage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/universe.png
/universe,universe-legacy-eval-rows,universe-legacy-eval-rows,SAFE_READ,pages/UniversePage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/universe.png
/weekly,weekly-pending-banner,weekly-pending-banner,SAFE_READ,pages/WeeklyReviewPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/weekly.png
/weekly,weekly-summary-card,weekly-summary-card,SAFE_READ,pages/WeeklyReviewPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/weekly.png
/weekly,weekly-mark-done,weekly-mark-done,SAFE_READ,pages/WeeklyReviewPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/weekly.png
/wheel,page-wheel,page-wheel,SAFE_READ,pages/WheelPage.tsx,see component,,n/a,manual_only; no broker write,playwright_route_pack,out/verification/R41/screenshots/wheel.png
